|W231CF      |94.1  MHz |FX |231 |DA  |-                   |D  |-  |LIC    |GLOVERSVILLE             |NY |US |BLFT-20140829ABT    |0.206  kW |0.206  kW |186.9   |0.0     |138320     |N |43 |6  |6.2   |W |74  |22 |13.4  |MICHAEL A. SLEEZER D/B/A CMS BROADCASTING COMPANY                           |   0.00 km |   0.00 mi |  0.00 deg |556.   m|556.0  m|107722    |240.    |-       |52.    m|1649018   |94291a2441ba4cc98883c1b6063ebeb7        |
|W231DK      |94.1  MHz |FX |231 |DA  |-                   |D  |-  |LIC    |ITHACA                   |NY |US |BMLFT-20180808AAB   |0.25   kW |0.25   kW |0.0     |0.0     |148852     |N |42 |23 |31.3  |W |76  |28 |28.8  |SAGA COMMUNICATIONS OF NEW ENGLAND, LLC                                     |   0.00 km |   0.00 mi |  0.00 deg |529.   m|529.0  m|125946    |340.    |1048243 |84.    m|1785760   |2d2b6db192664d2dbff1c1b6063ebeb7        |
|WIHR-LP     |94.1  MHz |FL |231 |ND  |-                   |LP1|-  |LIC    |JAMESTOWN                |NY |US |BLL-20070410AAZ     |0.1    kW |0.1    kW |8.5     |0.0     |132445     |N |42 |5  |42.2  |W |79  |14 |37.1  |ADVENT RADIO MINISTRIES CORPORATION                                         |   0.00 km |   0.00 mi |  0.00 deg |441.   m|0.0    m|-         |-       |-       |30.    m|1180837   |d7d7a155b7bf4802a0ecc1b6063ebeb7        |
|W231DZ      |94.1  MHz |FX |231 |DA  |-                   |D  |-  |LIC    |REMSEN                   |NY |US |0000087360          |0.013  kW |0.013  kW |0.0     |0.0     |203292     |N |43 |8  |39.0  |W |75  |10 |44.0  |PHOENIX RADIO, INC.                                                         |   0.00 km |   0.00 mi |  0.00 deg |447.   m|447.0  m|132870    |0.      |1006963 |79.    m|87360     |25076f916e00000e016e035fb0c6018a        |
|WNYV        |94.1  MHz |FM |231 |ND  |-                   |A  |-  |LIC    |WHITEHALL                |NY |US |BLH-19900726KA      |3.     kW |3.     kW |100.0   |100.0   |52637      |N |43 |28 |37.2  |W |73  |26 |54.4  |LOUD MEDIA LLC                                                              |   0.00 km |   0.00 mi |  0.00 deg |271.   m|271.0  m|-         |-       |-       |52.    m|150658    |a8d0c333c7c540debac3c1b6063ebeb7        |
|WLRF-LP     |94.3  MHz |FL |232 |ND  |-                   |LP1|-  |LIC    |BINGHAMTON               |NY |US |0000090734          |0.027  kW |0.027  kW |57.0    |57.0    |132127     |N |42 |4  |40.2  |W |75  |58 |56.7  |LATTER RAIN NETWORK, INC.                                                   |   0.00 km |   0.00 mi |  0.00 deg |430.   m|430.0  m|1005987   |-       |-       |7.     m|90734     |25076ff36e904336016e91640b26001e        |
|W232CE      |94.3  MHz |FX |232 |DA  |-                   |D  |-  |LIC    |COBLESKILL               |NY |US |BLFT-20120808ABO    |-.     kW |0.25   kW |218.3   |0.0     |138764     |N |42 |38 |43.2  |W |74  |26 |55.5  |SCHOHARIE BROADCASTING, LLC                                                 |   0.00 km |   0.00 mi |  0.00 deg |0.0    m|640.   m|61047     |260.    |-       |45.    m|1511185   |73d5877c75424198af3bc1b6063ebeb7        |
|WCIH        |94.3  MHz |FM |232 |ND  |-                   |A  |-  |LIC    |ELMIRA                   |NY |US |0000204436          |1.2    kW |1.2    kW |224.0   |224.0   |52122      |N |42 |1  |55.0  |W |76  |47 |1.0   |FAMILY LIFE MINISTRIES, INC.                                                |   0.00 km |   0.00 mi |  0.00 deg |626.6  m|626.6  m|1010274   |-       |1006946 |88.    m|204436    |25076ff3848dd4790184c52351cb0aae        |
|WKXP        |94.3  MHz |FM |232 |ND  |-                   |A  |-  |LIC    |KINGSTON                 |NY |US |BLH-20040120ADV     |2.25   kW |2.25   kW |166.0   |166.0   |27395      |N |41 |53 |44.3  |W |73  |59 |30.5  |TOWNSQUARE LICENSE, LLC                                                     |   0.00 km |   0.00 mi |  0.00 deg |260.   m|260.0  m|-         |-       |1002670 |59.    m|711327    |2f8fd3f1d1954c0da5dfc1b6063ebeb7        |
|WKXP        |94.3  MHz |FS |232 |ND  |-                   |A  |-  |LIC    |KINGSTON                 |NY |US |BMLH-19940209KD     |0.88   kW |0.88   kW |165.0   |165.0   |27395      |N |41 |53 |44.3  |W |73  |59 |30.4  |TOWNSQUARE LICENSE, LLC                                                     |   0.00 km |   0.00 mi |  0.00 deg |243.   m|243.0  m|-         |-       |-       |42.    m|194798    |f2bde1c5cd9e4c32b6cac1b6063ebeb7        |
|W232AL      |94.3  MHz |FX |232 |DA  |-                   |D  |-  |CP     |NEW YORK                 |NY |US |0000143335          |0.065  kW |0.065  kW |0.0     |0.0     |24106      |N |40 |50 |50.5  |W |73  |56 |01.7  |BRIDGELIGHT, LLC                                                            |   0.00 km |   0.00 mi |  0.00 deg |155.   m|155.0  m|119089    |0.      |-       |102.   m|143335    |25076ff37414357701744a592a6b0dd6        |
|W232AT      |94.3  MHz |FX |232 |DA  |-                   |D  |-  |LIC    |NORWICH                  |NY |US |BLFT-20050510ACS    |0.007  kW |-.     kW |67.1    |0.0     |13825      |N |42 |30 |23.3  |W |75  |29 |32.7  |TOWNSQUARE LICENSE, LLC                                                     |   0.00 km |   0.00 mi |  0.00 deg |511.   m|0.0    m|67488     |315.    |1036444 |61.    m|1045860   |ed5d036624c9456db435c1b6063ebeb7        |
|W232AS      |94.3  MHz |FX |232 |DA  |-                   |D  |-  |LIC    |ONEONTA                  |NY |US |BLFT-20050510ACV    |0.008  kW |-.     kW |15.5    |0.0     |13823      |N |42 |27 |23.2  |W |75  |4  |35.5  |TOWNSQUARE LICENSE, LLC                                                     |   0.00 km |   0.00 mi |  0.00 deg |504.   m|0.0    m|67487     |110.    |-       |21.    m|1040528   |0315f1b7d68f4e51a896c1b6063ebeb7        |
|W232DQ      |94.3  MHz |FX |232 |ND  |-                   |D  |-  |LIC    |PEEKSKILL                |NY |US |0000149615          |0.001  kW |0.001  kW |0.0     |0.0     |202878     |N |41 |20 |18.0  |W |73  |53 |39.0  |6 JOHNSON ROAD LICENSES, INC.                                               |   0.00 km |   0.00 mi |  0.00 deg |313.   m|313.0  m|132495    |-       |1006358 |100.   m|149615    |25076f9179b50d2c0179c7e942ac00d7        |
|W232AL      |94.3  MHz |FX |232 |DA  |-                   |D  |-  |LIC    |POMONA                   |NY |US |BLFT-20140829AAT    |0.25   kW |0.25   kW |0.0     |0.0     |24106      |N |41 |1  |32.4  |W |73  |49 |37.5  |BRIDGELIGHT, LLC                                                            |   0.00 km |   0.00 mi |  0.00 deg |257.   m|257.0  m|119089    |0.      |1045228 |126.   m|1648861   |99c4bfb539744726b98fc1b6063ebeb7        |
|W232AL      |94.3  MHz |FX |232 |ND  |-                   |D  |-  |STA    |POMONA                   |NY |US |0000202073          |0.0001 kW |0.001  kW |0.0     |0.0     |24106      |N |40 |57 |22.3  |W |73  |52 |28.6  |BRIDGELIGHT, LLC                                                            |   0.00 km |   0.00 mi |  0.00 deg |44.    m|44.0   m|6902019008006|-       |-       |6.     m|202073    |25076f9183aa08bc0183b2ba79a00280        |
|WQPJ-LP     |94.3  MHz |FL |232 |ND  |-                   |LP1|-  |LIC    |PORT JERVIS              |NY |US |BLL-20170127ADC     |0.1    kW |0.1    kW |-50.8   |0.0     |195453     |N |41 |24 |35.5  |W |74  |38 |9.4   |D S GREAT TATANG CULTURAL INC.                                              |   0.00 km |   0.00 mi |  0.00 deg |170.   m|0.0    m|-         |-       |-       |30.    m|1749978   |89bf5723c196436d99f8c1b6063ebeb7        |
|WWSK        |94.3  MHz |FM |232 |ND  |-                   |A  |-  |LIC    |SMITHTOWN                |NY |US |BLH-20011127AAK     |2.6    kW |2.6    kW |96.0    |96.0    |29260      |N |40 |48 |8.4   |W |73  |17 |10.4  |CONNOISSEUR MEDIA LICENSES, LLC                                             |   0.00 km |   0.00 mi |  0.00 deg |125.   m|125.0  m|-         |-       |1056734 |95.    m|624992    |c754b68b16964fb28512c1b6063ebeb7        |
|W233BM      |94.5  MHz |FX |233 |DA  |-                   |D  |-  |LIC    |BEACON                   |NY |US |0000213102          |0.06   kW |0.06   kW |0.0     |0.0     |155921     |N |41 |29 |18.4  |W |73  |56 |43.5  |SUNRISE BROADCASTING CORP.                                                  |   0.00 km |   0.00 mi |  0.00 deg |470.8  m|470.8  m|119597    |0.      |1006426 |9.     m|213102    |25076ff386f289590186ff45d9fc002a        |
|WNED-FM     |94.5  MHz |FM |233 |ND  |-                   |B  |-  |LIC    |BUFFALO                  |NY |US |BLED-20121220AAP    |96.    kW |96.    kW |220.5   |220.5   |27669      |N |42 |38 |15.1  |W |78  |46 |6.0   |WESTERN NEW YORK PUBLIC BROADCASTING ASSOCIATION                            |   0.00 km |   0.00 mi |  0.00 deg |570.   m|570.0  m|-         |-       |1033434 |128.4  m|1534529   |909ad64d6cd24699893ec1b6063ebeb7        |
|W233AH      |94.5  MHz |FX |233 |ND  |-                   |D  |-  |STA    |MONTICELLO               |NY |US |0000210177          |0.     kW |0.003  kW |0.0     |63.0    |81836      |N |41 |39 |05    |W |74  |41 |42    |RADIO CATSKILL, INC.                                                        |   0.00 km |   0.00 mi |  0.00 deg |0.0    m|477.   m|6902019008006|-       |-       |9.     m|210177    |25076ff38652279101867e7c22af0bfc        |
|W233AH      |94.5  MHz |FX |233 |ND  |-                   |D  |-  |LIC    |MONTICELLO               |NY |US |BLFT-19980420TE     |0.009  kW |0.009  kW |80.0    |80.0    |81836      |N |41 |39 |11.3  |W |74  |40 |59.5  |RADIO CATSKILL, INC.                                                        |   0.00 km |   0.00 mi |  0.00 deg |494.   m|494.0  m|-         |-       |-       |37.    m|266041    |d7cbd7142e674bf1a95ac1b6063ebeb7        |
|W233AH      |94.5  MHz |FX |233 |DA  |-                   |D  |-  |CP     |MONTICELLO               |NY |US |0000212683          |0.25   kW |0.25   kW |80.0    |80.0    |81836      |N |41 |35 |35.8  |W |74  |35 |3.7   |RADIO CATSKILL, INC.                                                        |   0.00 km |   0.00 mi |  0.00 deg |563.2  m|563.2  m|-         |0.      |-       |65.5   m|212683    |25076ff386be5a130186f10572a71273        |
|WYKV        |94.5  MHz |FM |233 |ND  |-                   |A  |-  |LIC    |RAVENA                   |NY |US |BMLED-20070327AEN   |3.     kW |3.     kW |100.0   |100.0   |73929      |N |42 |33 |23.3  |W |73  |52 |3.5   |EDUCATIONAL MEDIA FOUNDATION                                                |   0.00 km |   0.00 mi |  0.00 deg |237.   m|237.0  m|-         |-       |1049073 |72.    m|1176768   |dfe7cdeb306445a68082c1b6063ebeb7        |
|NEW         |94.5  MHz |FM |233 |DA  |-                   |A  |-  |CP     |SAGAPONACK               |NY |US |0000159284          |5.3    kW |5.3    kW |106.0   |106.0   |762407     |N |40 |58 |19.1  |W |72  |20 |52.7  |BARK OUT LOUD DOGS MEDIA, LLC                                               |   0.00 km |   0.00 mi |  0.00 deg |114.   m|114.0  m|6902019008006|0.      |-       |52.    m|159284    |25076f917b9e5e38017ba2f741e60163        |
|W233AI      |94.5  MHz |FX |233 |ND  |-                   |D  |-  |LIC    |SAG HARBOR               |NY |US |BLFT-20000202ABN    |0.027  kW |0.027  kW |48.0    |0.0     |83374      |N |40 |58 |19.3  |W |72  |20 |52.2  |TOWN OF MONROE, CONNECTICUT                                                 |   0.00 km |   0.00 mi |  0.00 deg |96.    m|96.0   m|-         |-       |-       |34.    m|493874    |1b3fa451fd2a474eb206c1b6063ebeb7        |
|W231CX      |94.5  MHz |FX |233 |DA  |-                   |D  |-  |LIC    |SHIRLEY                  |NY |US |0000088577          |0.25   kW |-.     kW |0.0     |0.0     |156311     |N |40 |47 |55.4  |W |72  |52 |38.4  |CENTRO CRISTIANO DE VIDA ETERNA                                             |   0.00 km |   0.00 mi |  0.00 deg |66.    m|0.0    m|134546    |215.    |1005534 |50.    m|88577     |25076f916dcf6316016dd04c2a8800a3        |
|WYYY        |94.5  MHz |FM |233 |ND  |-                   |B  |-  |LIC    |SYRACUSE                 |NY |US |BMLH-20120607ADA    |100.   kW |100.   kW |198.0   |198.0   |48725      |N |42 |56 |46.2  |W |76  |7  |5.7   |IHM LICENSES, LLC                                                           |   0.00 km |   0.00 mi |  0.00 deg |495.   m|495.0  m|-         |-       |1007084 |63.    m|1503485   |17da7aa305964b84a738c1b6063ebeb7        |
|WYYY        |94.5  MHz |FS |233 |ND  |-                   |B  |-  |LIC    |SYRACUSE                 |NY |US |BXLH-20130226ACB    |25.    kW |25.    kW |180.0   |180.0   |48725      |N |42 |56 |46.2  |W |76  |7  |4.7   |IHM LICENSES, LLC                                                           |   0.00 km |   0.00 mi |  0.00 deg |476.   m|476.0  m|-         |-       |1007084 |44.    m|1542572   |59086c35f7b048d9bdc9c1b6063ebeb7        |
|W234AZ      |94.7  MHz |FX |234 |ND  |-                   |D  |-  |LIC    |BRIGHTON                 |NY |US |BLFT-20190913AAL    |0.25   kW |0.25   kW |0.0     |0.0     |156288     |N |43 |8  |7.2   |W |77  |35 |2.0   |FAMILY LIFE MINISTRIES, INC.                                                |   0.00 km |   0.00 mi |  0.00 deg |289.   m|289.0  m|135025    |-       |1003958 |84.    m|1810230   |92f64937c77348298213c1b6063ebeb7        |
|WMHI        |94.7  MHz |FM |234 |ND  |-                   |A  |-  |LIC    |CAPE VINCENT             |NY |US |BLED-19981208KA     |5.8    kW |5.8    kW |101.0   |101.0   |40435      |N |44 |4  |42.2  |W |76  |15 |24.8  |MARS HILL BROADCASTING CO. INC.                                             |   0.00 km |   0.00 mi |  0.00 deg |185.   m|185.0  m|-         |-       |1016348 |81.    m|278242    |908ac98da4784b849adfc1b6063ebeb7        |
|WQLR        |94.7  MHz |FM |234 |DA  |-                   |C2 |-  |LIC    |CHATEAUGAY               |NY |US |0000157510          |11.    kW |11.    kW |180.0   |180.0   |69847      |N |44 |51 |11    |W |73  |58 |27    |EDUCATIONAL MEDIA FOUNDATION                                                |   0.00 km |   0.00 mi |  0.00 deg |608.   m|608.0  m|15839     |0.      |-       |44.    m|157510    |25076f917c9ab521017c9ec644d503b1        |
|WQLR        |94.7  MHz |FS |234 |ND  |-                   |C2 |-  |LIC    |CHATEAUGAY               |NY |US |BLH-19980810KD      |1.4    kW |1.4    kW |153.0   |153.0   |69847      |N |44 |51 |11.1  |W |73  |58 |26.5  |EDUCATIONAL MEDIA FOUNDATION                                                |   0.00 km |   0.00 mi |  0.00 deg |579.   m|579.0  m|-         |-       |-       |15.    m|272480    |a4ffde15565942d9b74ec1b6063ebeb7        |
|WIYN        |94.7  MHz |FM |234 |ND  |-                   |A  |-  |LIC    |DEPOSIT                  |NY |US |BMLH-20040831AAK    |0.77   kW |0.77   kW |196.0   |196.0   |16441      |N |42 |1  |44.2  |W |75  |28 |23.6  |TOWNSQUARE LICENSE, LLC                                                     |   0.00 km |   0.00 mi |  0.00 deg |641.   m|641.0  m|-         |-       |-       |55.    m|1007175   |ef6b316ba5664ccea62bc1b6063ebeb7        |
|W234BT      |94.7  MHz |FX |234 |DA  |-                   |D  |-  |LIC    |ENDICOTT                 |NY |US |BLFT-20120514ABP    |0.23   kW |0.25   kW |-0.4    |0.0     |43660      |N |42 |6  |55.2  |W |76  |3  |38.7  |MONTROSE BROADCASTING CORPORATION                                           |   0.00 km |   0.00 mi |  0.00 deg |375.   m|375.0  m|108481    |0.      |-       |12.    m|1499152   |6d4aa1a997c34c50898dc1b6063ebeb7        |
|WBAR-FM     |94.7  MHz |FM |234 |DA  |-                   |A  |-  |LIC    |LAKE LUZERNE             |NY |US |BLH-20070420ABM     |1.25   kW |1.25   kW |220.0   |220.0   |8678       |N |43 |18 |17.0  |W |73  |45 |5.0   |CAPITAL MEDIA CORPORATION                                                   |   0.00 km |   0.00 mi |  0.00 deg |435.   m|435.0  m|77237     |0.      |1200269 |33.    m|1251794   |3ff943d1a5504cd2b261c1b6063ebeb7        |
|WJVQ-LP     |94.7  MHz |FL |234 |ND  |-                   |LP1|-  |LIC    |POUGHKEEPSIE             |NY |US |BLL-20170407ABZ     |0.003  kW |0.003  kW |187.0   |0.0     |192814     |N |41 |50 |27.3  |W |73  |59 |23.4  |NEW YORK CATHOLIC RADIO, INC.                                               |   0.00 km |   0.00 mi |  0.00 deg |279.   m|0.0    m|-         |-       |-       |17.    m|1754788   |34146248071b46a5bf41c1b6063ebeb7        |
|WLIX-LP     |94.7  MHz |FL |234 |ND  |-                   |LP1|-  |LIC    |RIDGE                    |NY |US |BMLL-20180705AAA    |0.021  kW |0.021  kW |64.0    |0.0     |131740     |N |40 |53 |50.4  |W |72  |54 |54.4  |RCN MINISTRY INC.                                                           |   0.00 km |   0.00 mi |  0.00 deg |88.    m|0.0    m|-         |-       |1006717 |61.    m|1788004   |bf7b01f3d575455c9a55c1b6063ebeb7        |
|W235AY      |94.9  MHz |FX |235 |DA  |-                   |D  |-  |LIC    |ALBANY                   |NY |US |BLFT-20140220ABF    |0.25   kW |0.25   kW |274.3   |0.0     |60892      |N |42 |38 |13.3  |W |73  |59 |49.5  |SOUND OF LIFE, INC.                                                         |   0.00 km |   0.00 mi |  0.00 deg |520.   m|520.0  m|16149     |50.     |1007758 |35.    m|1626176   |e76a4d4076464096bd44c1b6063ebeb7        |
|W235BC      |94.9  MHz |FX |235 |ND  |-                   |D  |-  |LIC    |BOWMANSVILLE             |NY |US |BLFT-20130422ACU    |0.027  kW |0.027  kW |81.2    |0.0     |151215     |N |43 |0  |12.2  |W |78  |45 |55.1  |CALVARY CHAPEL OF THE FINGER LAKES, INC.                                    |   0.00 km |   0.00 mi |  0.00 deg |266.   m|266.0  m|110956    |-       |1244714 |88.    m|1551797   |645f2257ac044d669ee3c1b6063ebeb7        |
|WKLL        |94.9  MHz |FM |235 |ND  |-                   |B  |-  |LIC    |FRANKFORT                |NY |US |BLH-19970620KA      |34.    kW |34.    kW |173.0   |173.0   |54959      |N |43 |8  |40.2  |W |75  |10 |30.5  |GALAXY UTICA LICENSEE LLC                                                   |   0.00 km |   0.00 mi |  0.00 deg |418.   m|418.0  m|-         |-       |-       |53.    m|248908    |99569175d0f64e7bad17c1b6063ebeb7        |
|WKLL        |94.9  MHz |FS |235 |ND  |-                   |B  |-  |LIC    |FRANKFORT                |NY |US |BXLH-20040715ACZ    |0.195  kW |0.195  kW |151.0   |151.0   |54959      |N |43 |8  |40.2  |W |75  |10 |30.5  |GALAXY UTICA LICENSEE LLC                                                   |   0.00 km |   0.00 mi |  0.00 deg |399.   m|399.0  m|-         |-       |-       |34.    m|973594    |72538e6110564a3abe0ec1b6063ebeb7        |
|W235BB      |94.9  MHz |FX |235 |DA  |-                   |D  |-  |LIC    |HAUPPAUGE                |NY |US |BLFT-20181120ABB    |-.     kW |0.015  kW |0.0     |0.0     |142482     |N |40 |48 |26.4  |W |73  |10 |46.4  |EDUCATIONAL MEDIA FOUNDATION                                                |   0.00 km |   0.00 mi |  0.00 deg |0.0    m|118.   m|61047     |190.    |1007665 |91.    m|1796405   |47d84d3bdee447fe9d8bc1b6063ebeb7        |
|W235BR      |94.9  MHz |FX |235 |DA  |-                   |D  |-  |LIC    |ITHACA                   |NY |US |BMLFT-20180808AAA   |0.125  kW |0.125  kW |0.0     |0.0     |144458     |N |42 |23 |31.3  |W |76  |28 |28.8  |SAGA COMMUNICATIONS OF NEW ENGLAND, LLC                                     |   0.00 km |   0.00 mi |  0.00 deg |529.   m|529.0  m|118401    |340.    |1048243 |84.    m|1785761   |19735accc73349859b5cc1b6063ebeb7        |
|W235BI      |94.9  MHz |FX |235 |ND  |-                   |D  |-  |LIC    |MIDDLETOWN               |NY |US |BLFT-20120402AUQ    |0.155  kW |0.155  kW |28.2    |0.0     |46501      |N |41 |27 |16.3  |W |74  |25 |4.5   |DIGITAL RADIO BROADCASTING, INC.                                            |   0.00 km |   0.00 mi |  0.00 deg |210.   m|210.0  m|105564    |-       |-       |15.    m|1494794   |cb7cec3a92d543e985c1c1b6063ebeb7        |
|WJJF        |94.9  MHz |FM |235 |ND  |-                   |A  |-  |LIC    |MONTAUK                  |NY |US |BLH-20120302AAX     |5.6    kW |5.6    kW |104.0   |104.0   |189488     |N |41 |1  |56.3  |W |71  |58 |30.2  |RED WOLF BROADCASTING CORPORATION                                           |   0.00 km |   0.00 mi |  0.00 deg |105.   m|105.0  m|-         |-       |-       |48.2   m|1489542   |a6f0a245efe74dff8984c1b6063ebeb7        |
|W235AW      |94.9  MHz |FX |235 |DA  |-                   |D  |-  |LIC    |MONTICELLO               |NY |US |0000216882          |0.25   kW |0.25   kW |98.8    |0.0     |152894     |N |41 |39 |39.0  |W |74  |41 |11.0  |BOLD GOLD MEDIA GROUP, L.P.                                                 |   0.00 km |   0.00 mi |  0.00 deg |544.   m|544.0  m|16153     |0.      |1264053 |58.    m|216882    |25076f9188ca746a0188d60e6edf01cd        |
|W236AP      |95.1  MHz |FX |236 |DA  |-                   |D  |-  |LIC    |BINGHAMTON               |NY |US |BLFT-20140501AAQ    |0.099  kW |0.099  kW |0.0     |0.0     |141559     |N |42 |3  |22.3  |W |75  |56 |37.7  |EQUINOX BROADCASTING CORP                                                   |   0.00 km |   0.00 mi |  0.00 deg |673.   m|673.0  m|16125     |31.     |1065310 |178.   m|1635677   |b58ffed7c89149f9b5c4c1b6063ebeb7        |
|W236AK      |95.1  MHz |FX |236 |ND  |-                   |D  |-  |LIC    |CORNING                  |NY |US |BLFT-20011212AAY    |0.055  kW |0.055  kW |122.6   |0.0     |19859      |N |42 |8  |31.3  |W |77  |4  |38.9  |SOUTHERN BELLE, LLC                                                         |   0.00 km |   0.00 mi |  0.00 deg |555.   m|555.0  m|40379     |-       |1045276 |43.    m|590071    |912e324a7a7d4d9789cbc1b6063ebeb7        |
|W236CH      |95.1  MHz |FX |236 |DA  |-                   |D  |-  |LIC    |FORT GREENE              |NY |US |BLFT-20161012AAH    |0.027  kW |0.027  kW |0.0     |0.0     |139395     |N |40 |45 |9.2   |W |73  |58 |4.5   |BRIDGELIGHT, LLC                                                            |   0.00 km |   0.00 mi |  0.00 deg |284.   m|284.0  m|125730    |0.      |1276815 |275.   m|1741726   |3425cbbac1434cbcb61ac1b6063ebeb7        |
|WAIO        |95.1  MHz |FM |236 |ND  |-                   |B  |-  |LIC    |HONEOYE FALLS            |NY |US |BLH-20010530AAW     |50.    kW |50.    kW |146.0   |146.0   |24958      |N |43 |2  |1.2   |W |77  |25 |17.0  |IHM LICENSES, LLC                                                           |   0.00 km |   0.00 mi |  0.00 deg |329.   m|329.0  m|31214     |-       |1012551 |50.    m|566437    |c24736810a1f4032a8f0c1b6063ebeb7        |
|WAIO        |95.1  MHz |FS |236 |ND  |-                   |B  |-  |LIC    |HONEOYE FALLS            |NY |US |BXLH-20060802AKX    |2.     kW |2.     kW |135.0   |135.0   |24958      |N |43 |2  |1.2   |W |77  |25 |17.0  |IHM LICENSES, LLC                                                           |   0.00 km |   0.00 mi |  0.00 deg |321.   m|321.0  m|-         |-       |1012551 |41.8   m|1142787   |0b4a375a0c9643f5b011c1b6063ebeb7        |
|WLKW        |95.3  MHz |FM |237 |ND  |-                   |A  |-  |LIC    |CELORON                  |NY |US |BLED-20190531AAH    |0.9    kW |0.9    kW |210.0   |210.0   |189508     |N |41 |57 |31.2  |W |79  |16 |10.2  |EDUCATIONAL MEDIA FOUNDATION                                                |   0.00 km |   0.00 mi |  0.00 deg |683.   m|683.0  m|-         |-       |1027178 |95.    m|1805142   |52a5d0bc9a144dd3b666c1b6063ebeb7        |
|WLKW        |95.3  MHz |FS |237 |ND  |-                   |A  |-  |LIC    |CELORON                  |NY |US |BXLH-20120206AAE    |0.43   kW |0.43   kW |6.8     |6.8     |189508     |N |42 |5  |46.2  |W |79  |14 |34.1  |EDUCATIONAL MEDIA FOUNDATION                                                |   0.00 km |   0.00 mi |  0.00 deg |463.   m|463.0  m|-         |-       |-       |43.9   m|1480565   |f4cced2b233e4b90b90ec1b6063ebeb7        |
|W237AY      |95.3  MHz |FX |237 |ND  |-                   |D  |-  |LIC    |DEWITT                   |NY |US |BLFT-20000619AES    |0.25   kW |0.25   kW |71.0    |0.0     |77734      |N |43 |0  |25.2  |W |76  |5  |36.7  |CRAM COMMUNICATIONS, LLC                                                    |   0.00 km |   0.00 mi |  0.00 deg |296.   m|296.0  m|30982     |-       |1005886 |91.    m|504474    |bdc38d7b6bcb4fb79113c1b6063ebeb7        |
|WLFK        |95.3  MHz |FM |237 |DA  |-                   |A  |-  |LIC    |GOUVERNEUR               |NY |US |BLH-20060117ABO     |6.     kW |6.     kW |100.0   |100.0   |66658      |N |44 |20 |22.2  |W |75  |23 |58.8  |COMMUNITY BROADCASTERS, LLC                                                 |   0.00 km |   0.00 mi |  0.00 deg |274.   m|274.0  m|68152     |0.      |1030200 |85.    m|1113445   |0cfd7fb1e23e4dcdb007c1b6063ebeb7        |
|W237FI      |95.3  MHz |FX |237 |DA  |-                   |D  |-  |LIC    |HORNELL                  |NY |US |0000124681          |0.25   kW |0.25   kW |0.0     |0.0     |153120     |N |42 |24 |6.2   |W |77  |39 |36.0  |SOUTHERN BELLE, LLC                                                         |   0.00 km |   0.00 mi |  0.00 deg |587.9  m|587.9  m|16130     |0.      |1275270 |21.    m|124681    |25076ff375293381017529ff7c7300b7        |
|W237EV      |95.3  MHz |FX |237 |DA  |-                   |D  |-  |LIC    |MIDDLETOWN               |NY |US |0000119760          |-.     kW |0.25   kW |0.0     |0.0     |201482     |N |41 |27 |16.3  |W |74  |25 |4.5   |NEVERSINK RADIO, LLC                                                        |   0.00 km |   0.00 mi |  0.00 deg |0.0    m|212.   m|130598    |0.      |-       |17.    m|119760    |25076f91738371f70173b487edad135c        |
|WBKT        |95.3  MHz |FM |237 |ND  |-                   |A  |-  |LIC    |NORWICH                  |NY |US |BLH-20050510ACO     |0.47   kW |0.47   kW |256.3   |256.3   |73139      |N |42 |26 |8.3   |W |75  |30 |45.7  |TOWNSQUARE LICENSE, LLC                                                     |   0.00 km |   0.00 mi |  0.00 deg |677.3  m|677.3  m|-         |-       |1004180 |95.1   m|1045855   |eda966570e0f49af843dc1b6063ebeb7        |
|W237EY      |95.3  MHz |FX |237 |DA  |-                   |D  |-  |LIC    |SARANAC LAKE             |NY |US |BLFT-20180723AAA    |0.25   kW |0.25   kW |0.0     |0.0     |202111     |N |44 |20 |25.1  |W |74  |7  |42.5  |NORTH COUNTRY RADIO CORP.                                                   |   0.00 km |   0.00 mi |  0.00 deg |650.   m|650.0  m|132185    |150.    |-       |34.    m|1788965   |3a2ab67dd76449f8a4f5c1b6063ebeb7        |
|W237BR      |95.3  MHz |FX |237 |ND  |-                   |D  |-  |LIC    |SCHROON LAKE             |NY |US |BLFT-20070821ADN    |0.11   kW |0.11   kW |-98.6   |0.0     |153091     |N |43 |51 |16.2  |W |73  |45 |26.5  |THE ST. LAWRENCE UNIVERSITY                                                 |   0.00 km |   0.00 mi |  0.00 deg |322.   m|322.0  m|65930     |-       |1210807 |30.    m|1204097   |99e654ffbb1b4120a056c1b6063ebeb7        |
|WHFM        |95.3  MHz |FM |237 |DA  |-                   |A  |-  |LIC    |SOUTHAMPTON              |NY |US |BLH-19911211KA      |5.     kW |5.     kW |108.0   |108.0   |72176      |N |40 |56 |5.3   |W |72  |23 |13.3  |CMG NY/TEXAS RADIO, LLC                                                     |   0.00 km |   0.00 mi |  0.00 deg |114.   m|114.0  m|14152     |0.      |-       |53.    m|167836    |02ae22f92c3e436f8964c1b6063ebeb7        |
