|WXXY        |90.3  MHz |FM |212 |ND  |-                   |B1 |-  |LIC    |HOUGHTON                 |NY |US |BLED-19900227KD     |6.     kW |6.     kW |66.0    |66.0    |27689      |N |42 |22 |39.2  |W |78  |10 |44.0  |WXXI PUBLIC BROADCASTING COUNCIL                                            |   0.00 km |   0.00 mi |  0.00 deg |576.   m|576.0  m|-         |-       |-       |44.    m|145478    |6ad7d70f0f4549ea890fc1b6063ebeb7        |
|W212BQ      |90.3  MHz |FX |212 |ND  |-                   |D  |-  |LIC    |MORRISTOWN               |NY |US |BLFT-20130228ALK    |0.055  kW |0.055  kW |46.1    |0.0     |122757     |N |44 |35 |17.0  |W |75  |38 |34.6  |THE ST. LAWRENCE UNIVERSITY                                                 |   0.00 km |   0.00 mi |  0.00 deg |143.   m|143.0  m|111617    |-       |-       |36.    m|1543346   |f38237ad6f2e40e6b022c1b6063ebeb7        |
|W212CC      |90.3  MHz |FX |212 |DA  |-                   |D  |-  |LIC    |NEWBURGH                 |NY |US |BLFT-20190415ABB    |0.01   kW |0.01   kW |0.0     |0.0     |20708      |N |41 |29 |19.3  |W |73  |56 |51.5  |REDEEMER BROADCASTING, INC.                                                 |   0.00 km |   0.00 mi |  0.00 deg |436.   m|436.0  m|134579    |160.    |-       |8.     m|1803336   |6535c04eaa8643a1b9b0c1b6063ebeb7        |
|WHCR-FM     |90.3  MHz |FM |212 |ND  |-                   |D  |-  |LIC    |NEW YORK                 |NY |US |BLED-19860626KA     |0.008  kW |0.008  kW |81.0    |81.0    |11412      |N |40 |49 |9.3   |W |73  |56 |57.4  |CITY COLLEGE OF NEW YORK                                                    |   0.00 km |   0.00 mi |  0.00 deg |102.   m|102.0  m|-         |-       |-       |60.    m|89620     |93213e8ab11340a0a237c1b6063ebeb7        |
|WQXW        |90.3  MHz |FM |212 |DA  |-                   |A  |-  |LIC    |OSSINING                 |NY |US |BMLED-20140401ACT   |0.25   kW |0.25   kW |145.0   |145.0   |71711      |N |41 |9  |7.3   |W |73  |47 |8.4   |NEW YORK PUBLIC RADIO                                                       |   0.00 km |   0.00 mi |  0.00 deg |244.   m|244.0  m|113651    |0.      |-       |49.    m|1630145   |f977b88d80014c5fa046c1b6063ebeb7        |
|WRUN        |90.3  MHz |FM |212 |DA  |-                   |A  |-  |LIC    |REMSEN                   |NY |US |BLED-20081211AEK    |1.2    kW |1.2    kW |204.0   |204.0   |87836      |N |43 |20 |48.0  |W |75  |13 |57.4  |WAMC                                                                        |   0.00 km |   0.00 mi |  0.00 deg |554.1  m|554.1  m|89621     |0.      |1207144 |58.8   m|1284218   |6eb4fe51f3e34605a736c1b6063ebeb7        |
|WRVD        |90.3  MHz |FM |212 |DA  |-                   |A  |-  |LIC    |SYRACUSE                 |NY |US |BLED-19990625KC     |0.28   kW |0.28   kW |13.0    |13.0    |63131      |N |43 |2  |27.2  |W |76  |8  |20.7  |STATE UNIVERSITY OF NEW YORK                                                |   0.00 km |   0.00 mi |  0.00 deg |201.   m|201.0  m|15310     |0.      |1032352 |52.    m|286540    |6afdadd07c0345faa5d0c1b6063ebeb7        |
|WBXL        |90.5  MHz |FM |213 |ND  |-                   |A  |-  |LIC    |BALDWINSVILLE            |NY |US |BLED-19981228KB     |0.175  kW |0.175  kW |63.0    |63.0    |3639       |N |43 |9  |47.2  |W |76  |18 |45.7  |BALDWINSVILLE CENTRAL SCHOOL DIST.                                          |   0.00 km |   0.00 mi |  0.00 deg |190.   m|190.0  m|-         |-       |-       |27.    m|279357    |4c3f0b6ce603454a9f47c1b6063ebeb7        |
|WHRW        |90.5  MHz |FM |213 |ND  |-                   |A  |-  |LIC    |BINGHAMTON               |NY |US |BLED-1383           |1.45   kW |-.     kW |29.8    |0.0     |63105      |N |42 |5  |24.2  |W |75  |58 |3.7   |STATE UNIVERSITY OF NEW YORK                                                |   0.00 km |   0.00 mi |  0.00 deg |360.   m|0.0    m|-         |-       |-       |80.    m|294752    |a2463e4faeba444ebc5bc1b6063ebeb7        |
|WSUC-FM     |90.5  MHz |FM |213 |ND  |-                   |A  |-  |LIC    |CORTLAND                 |NY |US |BLED-20130528ACR    |1.4    kW |1.4    kW |-18.0   |-18.0   |63111      |N |42 |35 |48.3  |W |76  |11 |21.7  |STATE UNIVERSITY OF NEW YORK                                                |   0.00 km |   0.00 mi |  0.00 deg |406.4  m|406.4  m|-         |-       |1249028 |28.7   m|1555431   |fe85adca79c54d38befbc1b6063ebeb7        |
|WMVQ        |90.5  MHz |FM |213 |ND  |-                   |A  |-  |LIC    |FENNER                   |NY |US |BLED-19991112ACH    |0.049  kW |0.049  kW |126.0   |126.0   |87460      |N |42 |58 |12.2  |W |75  |47 |5.6   |STATE UNIVERSITY OF NEW YORK                                                |   0.00 km |   0.00 mi |  0.00 deg |479.   m|479.0  m|29745     |-       |-       |9.     m|422990    |3255f899910a4b0aa6adc1b6063ebeb7        |
|WSLG        |90.5  MHz |FM |213 |ND  |-                   |A  |-  |LIC    |GOUVERNEUR               |NY |US |BLED-20110222AAJ    |2.     kW |2.     kW |63.0    |63.0    |175081     |N |44 |15 |32.2  |W |75  |34 |38.7  |THE ST. LAWRENCE UNIVERSITY                                                 |   0.00 km |   0.00 mi |  0.00 deg |217.   m|217.0  m|-         |-       |-       |52.    m|1418472   |0fd2c4007de74917924bc1b6063ebeb7        |
|W213AC      |90.5  MHz |FX |213 |DA  |-                   |D  |-  |LIC    |HYDE PARK, ETC.          |NY |US |BLFT-19890905TB     |0.017  kW |-.     kW |319.0   |0.0     |20722      |N |41 |43 |6.3   |W |73  |59 |47.5  |FAMILY STATIONS, INC.                                                       |   0.00 km |   0.00 mi |  0.00 deg |430.   m|0.0    m|13999     |0.      |-       |0.     m|132762    |151de35026c8488b98e3c1b6063ebeb7        |
|WJFF        |90.5  MHz |FM |213 |ND  |-                   |B1 |-  |LIC    |JEFFERSONVILLE           |NY |US |BLED-20160802AED    |3.2    kW |3.2    kW |185.0   |185.0   |54516      |N |41 |48 |4.2   |W |74  |47 |3.5   |RADIO CATSKILL, INC.                                                        |   0.00 km |   0.00 mi |  0.00 deg |681.3  m|681.3  m|-         |-       |1013992 |22.9   m|1736252   |96c0023ecb104c1a99fcc1b6063ebeb7        |
|W213AR      |90.5  MHz |FX |213 |ND  |-                   |D  |-  |LIC    |LYONS FALLS              |NY |US |BLFT-19951018TD     |0.018  kW |0.018  kW |-35.0   |-35.0   |5523       |N |43 |38 |33.2  |W |75  |20 |49.6  |MARS HILL BROADCASTING CO. INC.                                             |   0.00 km |   0.00 mi |  0.00 deg |348.   m|348.0  m|-         |-       |-       |42.    m|215506    |7100f2fc332a4846aa17c1b6063ebeb7        |
|W213BL      |90.5  MHz |FX |213 |ND  |-                   |D  |-  |LIC    |ONEONTA                  |NY |US |BLFT-20030319AEO    |0.01   kW |0.01   kW |172.1   |0.0     |121969     |N |42 |25 |24.2  |W |75  |5  |7.5   |MARS HILL BROADCASTING CO., INC.                                            |   0.00 km |   0.00 mi |  0.00 deg |652.   m|652.0  m|44823     |-       |-       |24.    m|651680    |6cfca88bc05542178c57c1b6063ebeb7        |
|WTWT        |90.5  MHz |FM |213 |DA  |-                   |B1 |-  |LIC    |PORTVILLE                |NY |US |0000213574          |2.5    kW |2.5    kW |173.0   |173.0   |172674     |N |42 |3  |18.0  |W |78  |27 |27.0  |CALVARY CHAPEL OF RUSSELL                                                   |   0.00 km |   0.00 mi |  0.00 deg |719.   m|719.0  m|98774     |0.      |1033427 |61.    m|213574    |25076f91874e514301874e95ee0a0000        |
|WBER        |90.5  MHz |FM |213 |ND  |-                   |B1 |-  |LIC    |ROCHESTER                |NY |US |BLED-19930722KB     |2.5    kW |2.5    kW |127.0   |127.0   |43523      |N |43 |2  |0.2   |W |77  |25 |9.9   |MONROE B.O.C.E.S. #1                                                        |   0.00 km |   0.00 mi |  0.00 deg |309.   m|309.0  m|-         |-       |-       |40.    m|188379    |23496ebe2b8e402f8dabc1b6063ebeb7        |
|WSLL        |90.5  MHz |FM |213 |ND  |-                   |A  |-  |LIC    |SARANAC LAKE             |NY |US |BLED-20040128ACK    |0.6    kW |0.6    kW |107.0   |107.0   |66435      |N |44 |20 |28.1  |W |74  |7  |41.5  |THE ST. LAWRENCE UNIVERSITY                                                 |   0.00 km |   0.00 mi |  0.00 deg |652.   m|652.0  m|-         |-       |-       |31.    m|709806    |65c30868ad5c493b824dc1b6063ebeb7        |
|W213BW      |90.5  MHz |FX |213 |ND  |-                   |D  |-  |LIC    |WATKINS GLEN             |NY |US |BLFT-20170810ABH    |0.01   kW |0.01   kW |0.0     |0.0     |74033      |N |42 |18 |33.2  |W |76  |49 |19.8  |WSKG PUBLIC TELECOMMUNICATIONS COUNCIL                                      |   0.00 km |   0.00 mi |  0.00 deg |437.   m|437.0  m|127376    |-       |-       |45.    m|1764147   |b042da98913a484f949fc1b6063ebeb7        |
|WGXC        |90.7  MHz |FM |214 |DA  |-                   |A  |-  |LIC    |ACRA                     |NY |US |BLED-20110224AAM    |0.125  kW |3.3    kW |95.0    |95.0    |171971     |N |42 |19 |43.3  |W |73  |58 |13.5  |WAVE FARM INC.                                                              |   0.00 km |   0.00 mi |  0.00 deg |303.   m|303.0  m|81849     |0.      |1222241 |64.    m|1418713   |e2814f4c91f24adbbf68c1b6063ebeb7        |
|WGCC-FM     |90.7  MHz |FM |214 |ND  |-                   |A  |-  |LIC    |BATAVIA                  |NY |US |BLED-19931210KA     |0.88   kW |0.88   kW |50.0    |50.0    |23603      |N |43 |1  |3.2   |W |78  |8  |17.0  |FAMILY LIFE MINISTRIES, INC.                                                |   0.00 km |   0.00 mi |  0.00 deg |304.   m|304.0  m|-         |-       |-       |31.    m|192873    |e7d7f05ed82a44f9830dc1b6063ebeb7        |
|W214AA      |90.7  MHz |FX |214 |ND  |-                   |D  |-  |LIC    |CORNING                  |NY |US |BLFT-20150211ABF    |0.008  kW |0.008  kW |302.9   |0.0     |74038      |N |42 |8  |31.2  |W |77  |4  |38.8  |WSKG PUBLIC TELECOMMUNICATIONS COUNCIL                                      |   0.00 km |   0.00 mi |  0.00 deg |735.   m|735.0  m|112558    |-       |1250909 |223.   m|1636925   |0692a04ea40a4650a51fc1b6063ebeb7        |
|W214BR      |90.7  MHz |FX |214 |ND  |-                   |D  |-  |LIC    |GENEVA                   |NY |US |BLFT-20050826AAK    |-.     kW |0.01   kW |0.0     |70.1    |93939      |N |42 |51 |37.2  |W |77  |0  |57.9  |STATE UNIVERSITY OF NEW YORK                                                |   0.00 km |   0.00 mi |  0.00 deg |0.0    m|271.   m|70419     |-       |1007041 |58.    m|1081455   |0cf70932665b4263a3b8c1b6063ebeb7        |
|WLJH        |90.7  MHz |FM |214 |DA  |-                   |B1 |-  |LIC    |GLENS FALLS              |NY |US |0000170407          |-.     kW |0.65   kW |0.0     |404.0   |77582      |N |43 |25 |12.3  |W |73  |45 |35.4  |SOUND OF LIFE, INC.                                                         |   0.00 km |   0.00 mi |  0.00 deg |0.0    m|684.   m|131800    |0.      |-       |50.    m|170407    |25076f917d0c2b89017d2430b88205bc        |
|WGCC-FM     |90.7  MHz |FM |214 |DA  |-                   |A  |-  |APP    |KENDALL                  |NY |US |0000213726          |1.25   kW |1.25   kW |111.9   |111.9   |23603      |N |43 |11 |19.0  |W |78  |8  |52.0  |FAMILY LIFE MINISTRIES, INC.                                                |   0.00 km |   0.00 mi |  0.00 deg |292.3  m|292.3  m|1006063   |0.      |1224935 |82.3   m|213726    |25076ff3874e51dd01876154923a0364        |
|WLGU        |90.7  MHz |FM |214 |DA  |-                   |A  |-  |LIC    |LANCASTER                |NY |US |BLED-20161114ACG    |1.     kW |1.     kW |56.0    |56.0    |83428      |N |42 |54 |16.2  |W |78  |40 |12.1  |HOLY FAMILY COMMUNICATIONS INC                                              |   0.00 km |   0.00 mi |  0.00 deg |273.   m|273.0  m|124104    |0.      |1007535 |68.8   m|1744463   |699700f43da94b218999c1b6063ebeb7        |
|WEGB        |90.7  MHz |FM |214 |DA  |-                   |A  |-  |LIC    |NAPEAGUE                 |NY |US |BLED-20111011AFU    |4.6    kW |4.6    kW |80.0    |80.0    |173215     |N |41 |1  |56.3  |W |71  |58 |28.2  |COMMUNITY BIBLE CHURCH                                                      |   0.00 km |   0.00 mi |  0.00 deg |81.    m|81.0   m|104284    |0.      |-       |26.    m|1453949   |f9f171ea3bc1438eaaa8c1b6063ebeb7        |
|WFUV        |90.7  MHz |FM |214 |DA  |-                   |B  |-  |LIC    |NEW YORK                 |NY |US |BMLED-20091214AEF   |47.    kW |47.    kW |155.0   |155.0   |22033      |N |40 |52 |48.4  |W |73  |52 |38.5  |FORDHAM UNIVERSITY                                                          |   0.00 km |   0.00 mi |  0.00 deg |178.6  m|178.6  m|69249     |0.      |1247379 |123.7  m|1344282   |dff851e9faff4c90b2d5c1b6063ebeb7        |
|WFUV-FM3    |90.7  MHz |FB |214 |DA  |-                   |D  |-  |LIC    |NEW YORK                 |NY |US |BLFTB-20100413AHZ   |2.5    kW |2.5    kW |190.0   |190.0   |179841     |N |40 |44 |54.9  |W |73  |59 |24.3  |FORDHAM UNIVERSITY                                                          |   0.00 km |   0.00 mi |  0.00 deg |206.   m|206.0  m|90660     |140.    |-       |194.   m|1362056   |881a312cde514c9a9de8c1b6063ebeb7        |
|WFUV        |90.7  MHz |FS |214 |DA  |-                   |B  |-  |LIC    |NEW YORK                 |NY |US |BXLED-20060327AFC   |23.    kW |23.    kW |142.0   |142.0   |22033      |N |40 |52 |48.4  |W |73  |52 |38.5  |FORDHAM UNIVERSITY                                                          |   0.00 km |   0.00 mi |  0.00 deg |166.8  m|166.8  m|71762     |0.      |1247379 |111.9  m|1121342   |2470d968cc2e40bbb4bec1b6063ebeb7        |
|W214AR      |90.7  MHz |FX |214 |ND  |-                   |D  |-  |LIC    |OSWEGO                   |NY |US |BMLFT-20081231AAM   |0.024  kW |0.024  kW |87.0    |0.0     |78019      |N |43 |24 |56.2  |W |76  |27 |52.8  |CSN INTERNATIONAL                                                           |   0.00 km |   0.00 mi |  0.00 deg |168.   m|168.0  m|-         |-       |1028674 |61.    m|1286567   |e743b1411f854def88b9c1b6063ebeb7        |
|WPGL        |90.7  MHz |FM |214 |ND  |-                   |A  |-  |LIC    |PATTERSONVILLE           |NY |US |0000132218          |0.027  kW |0.027  kW |221.0   |221.0   |60890      |N |42 |50 |53.4  |W |74  |4  |13.3  |SOUND OF LIFE, INC.                                                         |   0.00 km |   0.00 mi |  0.00 deg |428.   m|428.0  m|1006017   |-       |-       |24.    m|132218    |25076f91771d0ca40177351c52b505fa        |
|WPNR-FM     |90.7  MHz |FM |214 |ND  |-                   |A  |-  |LIC    |UTICA                    |NY |US |BLED-20111110AGI    |0.43   kW |0.43   kW |-43.0   |-43.0   |64355      |N |43 |5  |47.2  |W |75  |16 |17.5  |UTICA UNIVERSITY                                                            |   0.00 km |   0.00 mi |  0.00 deg |183.   m|183.0  m|-         |-       |-       |15.    m|1447981   |de6a128bfe574500a98dc1b6063ebeb7        |
|WCDB        |90.9  MHz |FM |215 |ND  |-                   |A  |-  |LIC    |ALBANY                   |NY |US |BLED-19820923AB     |0.1    kW |0.1    kW |64.0    |64.0    |63125      |N |42 |41 |16.2  |W |73  |49 |17.4  |STATE UNIVERSITY OF NEW YORK                                                |   0.00 km |   0.00 mi |  0.00 deg |146.   m|146.0  m|-         |-       |-       |66.    m|47278     |cff156a39fdd4e5681b1c1b6063ebeb7        |
|WNGG        |90.9  MHz |FM |215 |DA  |-                   |A  |-  |LIC    |GLOVERSVILLE             |NY |US |BLED-20091204ACP    |-.     kW |1.5    kW |0.0     |164.0   |172195     |N |43 |6  |9.2   |W |74  |22 |15.4  |NORTHEAST GOSPEL BROADCASTING INC.                                          |   0.00 km |   0.00 mi |  0.00 deg |0.0    m|548.   m|93292     |0.      |-       |42.    m|1346357   |d3e0668474f74657bf77c1b6063ebeb7        |
|WSQG-FM     |90.9  MHz |FM |215 |ND  |-                   |B1 |-  |LIC    |ITHACA                   |NY |US |BLED-19880622KA     |5.     kW |5.     kW |99.0    |99.0    |74054      |N |42 |34 |55.2  |W |76  |33 |20.7  |WSKG PUBLIC TELECOMMUNICATIONS COUNCIL                                      |   0.00 km |   0.00 mi |  0.00 deg |379.   m|379.0  m|-         |-       |-       |55.    m|114320    |7fc5d142942b4e9fac6bc1b6063ebeb7        |
|WAMK        |90.9  MHz |FM |215 |DA  |-                   |B1 |-  |LIC    |KINGSTON                 |NY |US |BLED-19910829KA     |0.94   kW |0.94   kW |453.0   |453.0   |70502      |N |42 |4  |35.3  |W |74  |6  |24.5  |WAMC                                                                        |   0.00 km |   0.00 mi |  0.00 deg |814.   m|814.0  m|13844     |0.      |-       |9.     m|164325    |a6d54ce65d254a2593d6c1b6063ebeb7        |
|WSLO        |90.9  MHz |FM |215 |ND  |-                   |A  |-  |LIC    |MALONE                   |NY |US |BLED-19890320KD     |0.2    kW |0.2    kW |106.0   |106.0   |66431      |N |44 |49 |46.1  |W |74  |22 |29.6  |THE ST. LAWRENCE UNIVERSITY                                                 |   0.00 km |   0.00 mi |  0.00 deg |357.   m|357.0  m|-         |-       |-       |31.    m|126163    |2cca2e85d5a5434d9310c1b6063ebeb7        |
|WONY        |90.9  MHz |FM |215 |ND  |-                   |A  |-  |LIC    |ONEONTA                  |NY |US |BLED-19820222AE     |0.18   kW |-.     kW |-22.0   |0.0     |63109      |N |42 |28 |2.2   |W |75  |3  |38.5  |STATE UNIVERSITY OF NEW YORK                                                |   0.00 km |   0.00 mi |  0.00 deg |449.   m|0.0    m|-         |-       |-       |23.    m|39516     |a57441c339a44613836ac1b6063ebeb7        |
|WLNF        |90.9  MHz |FM |215 |DA  |-                   |A  |-  |LIC    |RAPIDS                   |NY |US |BLED-20161212ACK    |1.8    kW |1.8    kW |28.5    |28.5    |173583     |N |43 |5  |49.2  |W |78  |38 |10.1  |LOCKPORT COMMUNITY TELEVISION                                               |   0.00 km |   0.00 mi |  0.00 deg |209.   m|209.0  m|117768    |0.      |-       |30.    m|1750354   |f3cdd03732ba45bd8787c1b6063ebeb7        |
|W215BT      |90.9  MHz |FX |215 |ND  |-                   |D  |-  |LIC    |RIVERHEAD                |NY |US |BLFT-20061016AAG    |0.01   kW |0.01   kW |151.8   |0.0     |92332      |N |40 |51 |18.4  |W |72  |46 |9.4   |MARS HILL BROADCASTING CO., INC.                                            |   0.00 km |   0.00 mi |  0.00 deg |165.   m|165.0  m|75164     |-       |1004116 |91.    m|1150260   |8107519bb60745ea95dec1b6063ebeb7        |
|WIRQ        |90.9  MHz |FM |215 |ND  |-                   |D  |-  |LIC    |ROCHESTER                |NY |US |BLED-20120824ABQ    |0.019  kW |0.019  kW |35.0    |35.0    |71611      |N |43 |12 |59.2  |W |77  |35 |50.0  |WEST IRONDEQUOIT CENTRAL SCHOOL DISTRICT                                    |   0.00 km |   0.00 mi |  0.00 deg |146.   m|146.0  m|-         |-       |-       |26.    m|1512436   |c7200a10dbca4b64998cc1b6063ebeb7        |
|WOXR        |90.9  MHz |FM |215 |DA  |-                   |C2 |-  |LIC    |SCHUYLER FALLS           |NY |US |BMLED-20090708AFP   |2.7    kW |2.7    kW |327.2   |327.2   |78628      |N |44 |34 |24.2  |W |73  |40 |29.5  |VERMONT PUBLIC CO.                                                          |   0.00 km |   0.00 mi |  0.00 deg |633.4  m|633.4  m|67414     |98.     |1007293 |29.9   m|1319953   |fcdc6f9af1df493ab607c1b6063ebeb7        |
|WJNY        |90.9  MHz |FM |215 |ND  |-                   |C3 |-  |LIC    |WATERTOWN                |NY |US |BLED-19860904KC     |7.1    kW |7.1    kW |137.0   |137.0   |53729      |N |43 |51 |44.2  |W |75  |43 |38.6  |THE PUBLIC BROADCASTING COUNCIL OF CENTRAL NEW YORK, INC.                   |   0.00 km |   0.00 mi |  0.00 deg |524.   m|524.0  m|-         |-       |-       |46.    m|91868     |26de89b88cf0496b9548c1b6063ebeb7        |
|WMHU        |91.1  MHz |FM |216 |DA  |-                   |A  |-  |LIC    |COLD BROOK               |NY |US |BLED-20131021AHJ    |0.38   kW |0.38   kW |227.0   |227.0   |174468     |N |43 |8  |30.2  |W |75  |2  |20.5  |MARS HILL BROADCASTING CO., INC.                                            |   0.00 km |   0.00 mi |  0.00 deg |514.   m|514.0  m|113660    |0.      |-       |59.    m|1579897   |2c3dfa9eeee74bdeb82ac1b6063ebeb7        |
|WSQE        |91.1  MHz |FM |216 |DA  |-                   |B1 |-  |LIC    |CORNING                  |NY |US |BLED-19950830KA     |3.6    kW |3.6    kW |199.0   |199.0   |74030      |N |42 |6  |20.2  |W |76  |52 |15.8  |WSKG PUBLIC TELECOMMUNICATIONS COUNCIL                                      |   0.00 km |   0.00 mi |  0.00 deg |592.   m|592.0  m|14649     |205.    |-       |72.    m|213297    |bebe6c0f84e245bfb90fc1b6063ebeb7        |
|WHVP        |91.1  MHz |FM |216 |DA  |-                   |A  |-  |LIC    |HUDSON                   |NY |US |BLED-19980514KB     |-.     kW |0.22   kW |0.0     |318.0   |60899      |N |42 |18 |28.3  |W |73  |29 |33.4  |SOUND OF LIFE, INC.                                                         |   0.00 km |   0.00 mi |  0.00 deg |0.0    m|623.   m|15348     |135.    |1041107 |99.    m|266950    |2cab52a531fb4f7895acc1b6063ebeb7        |
|WTSC-FM     |91.1  MHz |FM |216 |ND  |-                   |A  |-  |LIC    |POTSDAM                  |NY |US |BLED-1227           |0.7    kW |-.     kW |41.0    |0.0     |11719      |N |44 |39 |45.2  |W |75  |0  |5.7   |KNIGHT & DAY INC.                                                           |   0.00 km |   0.00 mi |  0.00 deg |187.   m|0.0    m|-         |-       |-       |39.    m|300736    |ceb0623a11d44a1db824c1b6063ebeb7        |
|W216CG      |91.1  MHz |FX |216 |ND  |-                   |D  |-  |LIC    |POTTERSVILLE             |NY |US |BLFT-20090701ABW    |0.25   kW |0.25   kW |-26.7   |0.0     |5071       |N |43 |44 |3.2   |W |73  |48 |38.4  |BIBLE BROADCASTING NETWORK, INC.                                            |   0.00 km |   0.00 mi |  0.00 deg |329.   m|329.0  m|93171     |-       |-       |18.    m|1320212   |30c97967f7a04603ba08c1b6063ebeb7        |
|WSPN        |91.1  MHz |FM |216 |ND  |-                   |A  |-  |LIC    |SARATOGA SPRINGS         |NY |US |BLED-19801201AP     |0.25   kW |-.     kW |30.0    |0.0     |60538      |N |43 |5  |55.2  |W |73  |47 |8.4   |SKIDMORE COLLEGE                                                            |   0.00 km |   0.00 mi |  0.00 deg |179.   m|0.0    m|-         |-       |-       |42.    m|25405     |fce52ae94cd34312a68fc1b6063ebeb7        |
|W217AE      |91.3  MHz |FX |217 |ND  |-                   |D  |-  |LIC    |ALEXANDRIA BAY           |NY |US |BLFT-20121220ABD    |0.065  kW |0.065  kW |4.8     |0.0     |66419      |N |44 |20 |15.4  |W |75  |55 |13.9  |THE ST. LAWRENCE UNIVERSITY                                                 |   0.00 km |   0.00 mi |  0.00 deg |97.    m|97.0   m|109547    |-       |-       |15.    m|1534621   |fbe50ed27c594c45805fc1b6063ebeb7        |
|WXLH        |91.3  MHz |FM |217 |ND  |-                   |A  |-  |LIC    |BLUE MOUNTAIN LAKE       |NY |US |BLED-19921222KC     |0.078  kW |0.078  kW |527.0   |527.0   |66427      |N |43 |52 |18.2  |W |74  |24 |0.5   |THE ST. LAWRENCE UNIVERSITY                                                 |   0.00 km |   0.00 mi |  0.00 deg |1160.  m|1160.0 m|-         |-       |-       |14.    m|180099    |827b3aa30d2f4e0b8336c1b6063ebeb7        |
|WBNY        |91.3  MHz |FM |217 |DA  |-                   |A  |-  |LIC    |BUFFALO                  |NY |US |BLED-20130806AAX    |1.15   kW |1.04   kW |35.0    |35.0    |63117      |N |42 |55 |59.2  |W |78  |52 |58.1  |STATE UNIVERSITY OF NEW YORK                                                |   0.00 km |   0.00 mi |  0.00 deg |219.   m|219.0  m|89288     |0.      |-       |37.    m|1567611   |38ce117bc7f14543b0a4c1b6063ebeb7        |
|W217CC      |91.3  MHz |FX |217 |DA  |-                   |D  |-  |LIC    |ELIZABETHTOWN            |NY |US |BLFT-20150831ABQ    |-.     kW |0.08   kW |0.0     |0.0     |153015     |N |44 |13 |14.2  |W |73  |36 |42.9  |THE ST. LAWRENCE UNIVERSITY                                                 |   0.00 km |   0.00 mi |  0.00 deg |0.0    m|244.   m|31326     |270.    |-       |7.     m|1686490   |6ee97af56d9d426a8230c1b6063ebeb7        |
|W217AF      |91.3  MHz |FX |217 |DA  |-                   |D  |-  |LIC    |HUNTINGTON STATION       |NY |US |BLFT-19941028TA     |0.25   kW |0.25   kW |121.0   |121.0   |58505      |N |40 |46 |56.3  |W |73  |22 |3.4   |SACRED HEART UNIVERSITY, INC.                                               |   0.00 km |   0.00 mi |  0.00 deg |152.   m|152.0  m|14352     |0.      |-       |0.     m|203614    |00c06d010113411fb366c1b6063ebeb7        |
|WOLN        |91.3  MHz |FM |217 |DA  |-                   |A  |-  |LIC    |OLEAN                    |NY |US |BLED-20101007ACK    |1.     kW |1.     kW |200.0   |200.0   |63116      |N |42 |2  |8.2   |W |78  |26 |46.1  |WESTERN NEW YORK PUBLIC BROADCASTING ASSOCIATION                            |   0.00 km |   0.00 mi |  0.00 deg |750.   m|750.0  m|80966     |0.      |1003014 |55.    m|1402257   |d7758bace28e4af78238c1b6063ebeb7        |
|WVKR-FM     |91.3  MHz |FM |217 |DA  |-                   |B1 |-  |LIC    |POUGHKEEPSIE             |NY |US |BLED-19940816KB     |3.7    kW |-.     kW |250.0   |0.0     |69833      |N |41 |38 |25.3  |W |74  |1  |14.5  |VASSAR COLLEGE                                                              |   0.00 km |   0.00 mi |  0.00 deg |370.   m|0.0    m|13890     |0.      |1224519 |70.    m|201711    |4bea39403b50466ba005c1b6063ebeb7        |
|WIOX        |91.3  MHz |FM |217 |DA  |-                   |B1 |-  |LIC    |ROXBURY                  |NY |US |BLED-20190529AAC    |0.5    kW |1.1    kW |312.0   |312.0   |172638     |N |42 |21 |28.6  |W |74  |32 |20.8  |WIOX, INC.                                                                  |   0.00 km |   0.00 mi |  0.00 deg |913.   m|913.0  m|133514    |0.      |-       |30.    m|1805055   |46d11662af5c46678bebc1b6063ebeb7        |
|WRLI-FM     |91.3  MHz |FM |217 |DA  |-                   |B1 |-  |LIC    |SOUTHAMPTON              |NY |US |BLED-19990630KA     |10.    kW |10.    kW |95.0    |95.0    |13598      |N |40 |56 |5.3   |W |72  |23 |13.3  |-                                                                           |   0.00 km |   0.00 mi |  0.00 deg |101.   m|101.0  m|14079     |0.      |-       |40.    m|286653    |bf4421afec4e4e339c4ec1b6063ebeb7        |
|WCNY-FM     |91.3  MHz |FM |217 |DA  |-                   |B  |-  |LIC    |SYRACUSE                 |NY |US |0000165133          |8.3    kW |8.3    kW |334.0   |334.0   |66284      |N |42 |56 |41.8  |W |76  |7  |6.2   |THE PUBLIC BROADCASTING COUNCIL OF CENTRAL NEW YORK, INC.                   |   0.00 km |   0.00 mi |  0.00 deg |630.   m|630.0  m|1008876   |0.      |1233154 |198.   m|165133    |25076f917ca4f8cf017cc8483c973a90        |
|WSQX-FM     |91.5  MHz |FM |218 |ND  |-                   |A  |-  |LIC    |BINGHAMTON               |NY |US |BLED-19950125KA     |3.5    kW |3.5    kW |116.0   |116.0   |74064      |N |42 |7  |54.2  |W |75  |55 |54.7  |WSKG PUBLIC TELECOMMUNICATIONS COUNCIL                                      |   0.00 km |   0.00 mi |  0.00 deg |488.   m|488.0  m|-         |-       |-       |92.    m|205899    |f2e005d4d4cf4290897fc1b6063ebeb7        |
